parc,categorie,theme,adresse,ville,code postal,departement,long,lat,titre,telephone 1,site web,presentation courte,presentation longue,acces PMR,acces transports en commun,Curiosités,Point de départ,Carte web,Distance,Durée,Public,Curiosité 1,Curiosité 2,Curiosité 3,Capacité,horaires,tarif,gratuité,guide
Gâtinais français,patrimoine,Musée,"8 bis, rue Farnault",Milly-la-Forêt,91490,91,48.402991, 2.466732,Espace Culturel Paul-Bédu,01 64 98 75 52,NC,"Dernier-né des musées milliacois, son architecture allie tradition et modernisme. Il abrite la collection particulière de peintres français du début du 20e siècle de Paul Bédu, .","Paysages, portraits, nus et autres natures mortes : un large panorama de la peinture du début du XXe siècle. On y découvre notamment la fameuse toile du dénommé « Boronali », dont l’auteur n’est autre qu'un l’âne : un canular retentissant monté par Roland Dorgelès en 1910, pour se moquer des nouvelles écoles de peinture. On peut également y admirer des dessins, lithographies et céramiques de Jean Cocteau, poète, académicien et Citoyen d’Honneur de Milly-la-Forêt. Le musée accueille également toute l’année des expositions temporaires d’arts plastiques.",non,non,,,,,,,,,,,"du mercredi au dimanche : 14h-18h (17h de novembre à mars)

Visites pour groupes et scolaires toute l'année sur réservation (y compris en-dehors des horaires d'ouverture).",,Oui,NC
Gâtinais français,produits,Viande / Volaille,Chemin de Fourcheret,Maisse,91720,91,48.4103936, 2.394248,Ferme du Fourcheret,01 64 99 56 51,NC,,,non,non,,,,,,,,,,,,,,
Gâtinais français,produits,Fruits / Légumes,Allée du Château Vert,Saint-Sauveur-sur-Ecole,77903,77,48.506091, 2.531711,Les jardins de Brinville,01 60 65 72 04,http://www.lesjardinsdebrinville.fr,,,non,non,,,,,,,,,,,,,,
Gâtinais français,produits,Cresson de fontaine,Rue de l'église,Vayres-sur-Essonne,91820,91,48.440364, 2.355761,Cressonnière Sainte-Anne,06 74 99 12 70,http://www.cressonnieresainteanne.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,produits,Viande / Volaille,17 rue Grande,Aufferville,77570,77,48.2157252, 2.60786,Ferme de Filbois,01 64 28 76 77,http://www.ferme-de-filbois.fr,,,non,non,,,,,,,,,,,,,,
Gâtinais français,produits,Viande / Volaille,Chemin de la ferme de Beaumont,Valpuiseaux,91720,91,48.4153139, 2.3172268,Ferme de Beaumont,01 64 95 88 90,NC,,,non,non,,,,,,,,,,,,,,
Gâtinais français,produits,Produits du safran,45 rue Grande,Boulancourt,77760,77,48.2587668, 2.4370093,Le comptoir du safran,01 64 24 13 41,http://comptoirdusafran.perso.sfr.fr,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,artisanat,Peinture - décoration,"16, rue de la Ferme",Chevreuse,78460,78,48.7126897, 2.0418468,Christine Reboul,01 30 47 42 27,http://christinereboul.free.fr,Peinture animalière et florale sur différents supports,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,artisanat,Céramique,"7, rue du Parc Boulogne",Méré,78490,78,48.7901209, 1.8157925,Pascaline Jourdain,01 34 86 76 11,http://www.pascaline-porcelaine.com/,Créations originales inspirées de la nature.,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,artisanat,Peinture - décoration,"31, rue des Anciens Béliers",Rochefort-en-Yvelines,78730,78,48.5861369, 1.9853142,Valérie Leclercq,01 30 59 31 19,http://www.valerieleclercq.com,Peinture de décors sur parois ou meubles.,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,artisanat,Ferronnerie d’art,"La Mare Aux Cerfs Bis , Route de Dampierre",Les Essarts-le-Roi,78690,78,48.7090736, 1.9136615,Stéphane Gotkovsky,01 30 41 56 96,http://les.mains.libres.free.fr -,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,artisanat,Travail du verre,"765, rue de la Dauberie",Jouars-Pontchartrain,78760,78,48.7719217, 1.8944495,Les Carrés de verre,06 76 61 61,http://carresdeverre.blogspot.fr/,Création et restauration de vitraux.,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,balades,A pied,,Magny-les-Hameaux,78114,78,48.744055, 2.061891,La vallée de la Mérantaise,NC,NC,,"Coteaux boisés, rivière rafraichissante, roselières, marais, prairies et pâturages… Puis le village haut perché de Châteaufort, ses vestiges médiévaux, son panorama unique. Retour par une plaine lumineuse et ponctuée d’un seul orme où venait paître autrefois des moutons.",non,non,". La Maison Bonheur, ancien presbytère du village, aujourd'hui espace culturel de la commune
. La piste cavalière, large et sablonneuse, rappelle aux promeneurs qu'autrefois une sablière était ici exploitée
. Les vestiges de Châteaufort, érigé au XIe siècle","devant l'école Rosa Bonheur, rue Ernest Chausson 78114 Magny-les-Hameaux",https://www.google.com/maps/d/edit?mid=zVoqBjKkBrAk.kiGSLxkUEKoY,"9,3",3h,,,,,,,,,
Haute Vallée de Chevreuse,balades,A pied,,Lévis-Saint-Nom,78320,78,48.7239086, 1.9579623,Le vallon du Pommeret,NC,NC,,"Reconnu comme l'un des plus beaux sites du Parc, le vallon du Pommeret se présente au promeneur comme ayant traversé le temps sans que rien n'ait changé : ses sillons aux courbes douces, ses vergers fleuris au printemps, ses franges boisées, ses friches et ses roselières discrètes, ses fermes et ses petits hameaux paisibles (Le Pommeret et La Recette) nichés au creux du vallon… Plus haut, l’abbaye Notre Dame de la Roche qui abrite aujourd’hui une école d’horticulture et, sur l’autre flanc de la vallée, le château du domaine de la Boissière vous entraînent dans un voyage à travers l’histoire, dépaysant et offrant des perspectives paysagères magnifiques.",non,non,". Les courbes douces du vallon du Pommeret offrent un premier aperçu de la beauté du site
. La statue de Notre Dame de la Roche, classée et considérée comme un chef d'œuvre de finesse et de pureté
. Le domaine de la Boissière, acquis par l'avionneur Amiot durant l'entre deux-guerres",Parking de l'église de Lévis-Saint-Nom.,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.kbT5apvusncE,"6,2",2h30,,,,,,,,,
Haute Vallée de Chevreuse,balades,A pied,,Senlisse / Les Essarts-le-Roi,78690,78,48.692556, 1.959474,Sentier découverte des Maréchaux,NC,NC,,"Cette balade aux allures de voyage dans le temps permet de découvrir les magnifiques paysages des Vaux de Cernay, à travers deux sites incontournables de la Haute Vallée de Chevreuse : en contrebas l’abbaye cistercienne des Vaux de Cernay et les étangs, en haut, du coteau boisé la carrière de grès des Maréchaux. Inexploitée depuis 1930, elle a fait l’objet d’aménagements qui retracent l’histoire de la carrière, l’origine des roches, le travail des carriers.",non,non,,"Départ du parking des Maréchaux sur la D202, entre Senlisse et Les Essarts-le-Roi.",https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.kLcNB_sngCMo,4,2h,,,,,,,,,
Haute Vallée de Chevreuse,hebergement et restauration,chambre d'hôtes,Chemin des Patissiaux,Magny-les-Hameaux,78114,78,48.7432932, 2.0630987,Maison Prairie Bonheur,01 30 44 26 08,NC,"A la lisière de la forêt, dans le vieux village de Magny-les-Hameaux.",,non,non,,,,,,,,,,13 personnes,,,,
Haute Vallée de Chevreuse,hebergement et restauration,gîte,"1, rue des Cardinaux de Rohan",Rochefort-en-Yvelines,78730,78,48.5876347, 1.9887979,Le Palais Cardinal,06 31 14 93 20,http://www.gîte-valleedechevreuse.com/,Le cachet de cette construction de 1781 séduira les amoureux de la pierre.,,non,non,,,,,,,,,,2 personnes,,,,
Haute Vallée de Chevreuse,hebergement et restauration,hôtel,"17, rue Croix Blanche",Saint-Léger-en-Yvelines,78610,78,48.7226866, 1.7666409,Le Chêne Pendragon,01 34 86 30 11,http://www.lechenependragon.com,Ancien relais de poste du XVIIe siècle avec chambres raffinées et accueil au coin du feu.,,non,non,,,,,,,,,,17 chambres,,,,
Haute Vallée de Chevreuse,hebergement et restauration,accueil de groupes,la Celle-les Bordes,Vieille-Eglise-en-Yvelines,78720,78,48.6202025, 1.9152302,Les Hauts-Besnières,01 30 47 62 22,NC,gîte d'étape établi dans une ancienne maison forestière au cœur de la forêt de Rambouillet.,,non,non,,,,,,,,,,20 personnes,,,,
Haute Vallée de Chevreuse,hebergement et restauration,salon de thé,"66, rue Guy Le Rouge",Rochefort-en-Yvelines,78730,78,48.5839296, 1.9878692,Nature’l,01 30 88 41 99,NC,Salon de thé et boutique,,non,non,,,,,,,,,,NC,,,,
Haute Vallée de Chevreuse,hebergement et restauration,restaurant,"3, rue du Général de Gaulle",Le Tremblay-sur-Mauldre,78490,78,48.7775491, 1.877142,Numéro 3,01 34 87 80 96,http://www.restaurant-trochain.fr,Restaurant gastronomique et bar à fromages,,non,non,,,,,,,,,,NC,,,,
Haute Vallée de Chevreuse,hebergement et restauration,restaurant,"33, rue de Rambouillet",Chevreuse,78460,78,48.7062236, 2.0379502,Le Clos de chevreuse,01 30 52 17 41,http://www.leclosdechevreuse.net,Cuisine gastronomique du terroir.,,non,non,,,,,,,,,,NC,,,,
Haute Vallée de Chevreuse,hebergement et restauration,camping,Rue du Château d'Eau,Vieille-Eglise-en-Yvelines,78120,78,48.6344533, 1.8356895,Huttopia,01 30 41 07 34,http://www.huttopia.com,"Emplacements pour cabanes, roulottes, tentes, canadiennes, cahuttes... en plein cœur de la forêt de Rambouillet, près de l’Etang d’Or.",,non,non,,,,,,,,,,180 emplacements,,,,
Haute Vallée de Chevreuse,hebergement et restauration,chambre d'hôtes,"1, sente de la Brèche",Dampierre-en-Yvelines,78720,78,48.6995164, 1.9798755,La Mare aux Aulnes,01 30 52 54 09,http://www.la-mare-aux-aulnes.com,"Très au calme, à 500m du bourg avec commerces, restaurants et château.",,non,non,,,,,,,,,,6 à 10 personnes,,,,
Haute Vallée de Chevreuse,hebergement et restauration,restaurant,"6, rue Nationale",La Queue-lez-Yvelines,78940,78,48.8055965, 1.7744061,CaféChocolaThé,06 60 96 01 77,http://www.cafechocolathe.fr/,Salon de thé et boutique.,,non,non,,,,,,,,,,NC,,,,
Haute Vallée de Chevreuse,loisirs,Autour du cheval,Ferme de la Reverderie,Sonchamp,78120,78,48.576346, 1.876454,Ecuries Al Andalus,06 03 41 17 81,http://www.andalus.fr,"Pension et élevage de chevaux d’endurance. Valorisation, entraînement et compétition","L’écurie est située en lisière de forêt, offrant un large choix de chemins et de terrains pour les amoureux de l’équitation d’extérieur ou pour des entraînements d’endurance.",non,non,,,,,,,,,,,,,NC,
Haute Vallée de Chevreuse,loisirs,Au bord de l'eau,Accès par la Place de l'Amitié,La Verrière,78320,78,48.753742, 1.962867,Etang des Noës,NC,NC,"Splendide espace
pour la pêche et lieu de promenade apprécié pour sa tranquillité.","Toute l’année, brochets, sandres, carpes, perches ou gardons. L’étang constitue également une halte
migratoire importante d’oiseaux
d’eau et une partie de l’espace est
consacrée à leur préservation.",non,non,,,,,,,,,,,,,NC,
Haute Vallée de Chevreuse,loisirs,Autour du cheval,"9, route des Basses Masures",Poigny-la-Forêt,78125,78,48.6972543, 1.7741402,Haras du Petit Paris,06 81 76 99 89,http://www.harasdupetitparis.fr,"Pension de propriétaires, élevage et commerce du cheval de Selle Français. Dressage et école de compétition de saut d'obstacle.","Le haras accueille les chevaux et poneys de sport et de loisir dans 30 hectares de prairies nichées au coeur de la forêt de Rambouillet. D'autres activités tels le complet, la balade en forêt de quelques heures ou bien pour la journée sont aussi proposées.",non,non,,,,,,Famille,,,,,,,NC,
Haute Vallée de Chevreuse,loisirs,Détente nature,Rue d'Ors,Châteaufort,78117,78,48.73053, 2.100606,Réserves Naturelles de la Mérantaise,01 30 52 09 09,http://www.parc-naturel-chevreuse.fr,10 hectares de terrains boisés et prairies humides au bord de la rivière de la Mérantaise.,"La réserve occupe actuellement 10 hectares situés dans l’ancien parc arboré du domaine d’Ors où un château fut édifié au XVIIIe siècle. Du printemps jusqu’au début de l’hiver, d’impressionnantes vaches écossaises y pâturent les prairies humides afin de lutter contre l’enfrichement du fond de vallée.",non,non,,,,,,Famille,,,,,,,NC,
Haute Vallée de Chevreuse,patrimoine,Lieu d'histoire,allée du château,Choisel,78460,78,48.678764, 2.023361,Château de Breteuil,01 30 52 05 11,http://www.breteuil.fr,Le château des contes où 50 personnages de cire font revivre la vie quotidienne d'une famille au coeur de l'histoire de France.,"Propriété de la famille Breteuil, le château retrace dans ses appartements trois siècles de l'Histoire de France, avec des personnages de cire. Huit contes de Perrault sont également mis en scène dans les dépendances du château et dans le parc classé de 75 hectares, entièrement ouvert au public, dans lequel des aires de pique-nique et des jeux pour enfants ont été aménagés.",non,non,,,,,,,,,,,Tous les jours : 10h-18h30. Accueil des groupes sur rendez-vous.,"9,90€ / Tarif réduit (jeunes, séniors, enseignants, familles nombreuses) : 8,90€ / Gratuit pour les - de 6 ans.",NC,NC
Haute Vallée de Chevreuse,patrimoine,Lieu d'histoire,Place de la Libération (château) ou place Félix Faure (parc),Rambouillet,78120,78,48.643054, 1.825903,Château et parc de Rambouillet,01 34 83 00 25,http://chateau-rambouillet.monuments-nationaux.fr/,"Lieu propice à la promenade et aux surprises architecturales, au coeur de 20.000 hectares de bois et forêts.","Le château-fort du XIVe siècle a abrité au cours des siècles des personnages illustres qui l’ont progressivement transformé en une résidence d’agrément acquise par Louis XVI en 1783. L’ancien domaine royal est aujourd’hui un domaine présidentiel qui accueille périodiquement les chefs d’Etat invités en France. Il possède de très beaux décors intérieurs, comme ceux de la salle des marbres, les superbes boiseries en chêne du XVIIIe siècle ou des décors de style néo-pompéien du 1er Empire. Il est encadré d’un jardin à la française, de canaux et de six îles. Le jardin anglais, aménagé en 1772,  abrite la chaumière aux coquillages, réalisée par le duc de Penthièvre pour la princesse de Lamballe entre 1779 et 1780 : elle possède un des plus beaux décors de nacre et de coquillages d’Europe. À proximité, la laiterie de la reine fut construite à la demande de Louis XVI pour Marie-Antoinette. Ce bâtiment abrite le groupe sculpté “Almathée et la Nymphe”, de Pierre Julien et fut à l’époque un lieu de dégustation.",non,non,,,,,,,,,,,". Du 01/04 au 30/09 - Tous les jours, sauf le mardi : 10h-17h (16h du 01/10 au 30/03).",". Château/Laiterie/Chaumière : 8,50€ (tarif réduit : 5,50€) / Gratuit pour les - de 26 ans ressortissant de l’UE et pour tous le 1er dimanche du mois, de novembre à avril inclus.",NC,NC
Haute Vallée de Chevreuse,patrimoine,Lieu d'histoire,Rue de Folleville,Courson-Monteloup,91680,91,48.6002, 2.14685,Domaine de Courson,01 64 58 90 12,http://www.domaine-de-courson.fr/,"Demeure lumineuse de brique et pierre des XVIIe et XVIIIe siècles, dans un parc paysager de 35 hectares.","Elaboré autour du château classé Monument Historique, le parc romantique à l’anglaise de Courson est le fruit du travail de grands paysagistes comme Berthault ou les frères Bühler. Ses 35 hectares, sillonnés de longues allées serpentant autour d’un étang, abritent une riche végétation et accueille chaque année la Journées des Plantes, un événement horticole et botanique qui a donné au Domaine de Courson une renommée internationale.",non,non,,,,,,,,,,,Du 15/03 au 15/11 - Dimanche et jours fériés : 14h-18h.,Tarif groupe à partir de 20 personnes. Visite guidée du château : 6.50 € - Château et parc : 9.80€. Chèques vacances acceptés.,NC,NC
Haute Vallée de Chevreuse,patrimoine,Musée,Rue de la Villeneuve,Saint-Arnoult-en-Yvelines,78730,78,48.568719, 1.926273,Maison d'Elsa Triolet et Louis Aragon,01 30 41 20 15,http://www.maison-triolet-aragon.com,"En 1951, Louis Aragon décide d'offrir le Moulin de Villeneuve ""ce petit coin de terre de France"" à Elsa Triolet.","La maison se visite et rien n’a changé :  le bloc du calendrier est demeuré arrêté le 16 juin 1970, date de la mort d'Elsa, la cravate mauve jetée négligemment par le poète sur une étagère est toujours là. Elle côtoie un menu fantaisie rédigé pour eux par Pablo Neruda. Dominé par la pierre blanche de leur tombeau, le parc de près de six hectares invite à une promenade à travers ses grandes prairies, sa rivière, ses fleurs et ses bois, reliés par des passerelles.",non,non,,,,,,,,,,,"Samedi, dimanche et jours fériés : 14h-18h. Visites guidées uniquement.",". Maison, parc et expositions : 8 € (tarif réduit : 6€) / Gratuit pour les - de 15 ans.
. Différentes formules sont proposées pour les groupes (de 15 à 100 personnes).",NC,Oui
Haute Vallée de Chevreuse,patrimoine,Musée,"4, place Jeanne d'Arc",Rambouillet,78120,78,48.645895, 1.824377,Musée Rambolitrain,01 34 83 15 93,http://www.rambolitrain.com/,"Un lieu unique dédié aux trains miniatures, avec plus de 4000 pièèces de collection.","Installé en plein centre ville, ce musée dédié aux trains miniatures a été fondé en 1984 par deux passionnés de modélisme ferroviaire : Jacques Visbecq, possesseur d’une importante collection de trains miniatures, et Alain Baldit, également passionné par la maquette ferroviaire. Il présente plus de 4.000 pièces de collection, essentiellement de trains-jouets, et un réseau fonctionnel au 1/43e dont les voies s'étirent sur plus de 400 mètres. Le musée propose également plusieurs fois par an de monter dans le petit train à vapeur qui circule alors dans le jardin.",non,oui,,,,,,,,,,,"Du mercredi au dimanche, et les jours fériés : 10h-12h et 14h-17h30. Visites guidées sur réservation pour les groupes à partir de 15 personnes.","3,50€ / Gratuit pour les - de 4 ans.",NC,Oui
Haute Vallée de Chevreuse,produits,Produits divers,La Noue,La Celle-les-Bordes,78720,78,48.6440089, 1.951276,Ferme de la Noue,01 34 85 16 17,http://www.fermedelanoue.net/,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,produits,Produits laitiers,Domaine Coubertin,Saint-Rémy-lès-Chevreuse,78470,78,48.7009564, 2.061635,Ferme de Coubertin,01 30 52 00 19,http://www.ferme-de-coubertin.fr/,,,non,non,,,,,,,,,,,,,,
Oise – Pays de France,balades,A pied,,Boran-sur-Oise,60820,60,49.167032, 2.362444,Balinguants en bord de l'Oise.,NC,NC,"Boran-sur-Oise, de l'église aux étangs par le chemin de halage.","Déjà habité par les gallo-romains, Boran-sur-Oise a vu passer les vents de l’histoire. En période de guerre, sa gare et son pont furent l’objet de convoitises. En période de paix, ce site bucolique devint un rendez-vous très couru dès les années 30.",oui,oui,"Devant la Gare de Boran-sur-Oise, accessible par la ligne H du Transilien.",,https://mapsengine.google.com/map/edit?mid=zVoqBjKkBrAk.kEmfC_HfzOcI,"5,5",1h30,,"L’église, arborant fièrement une dentelure de gargouilles grimaçantes, marque le coeur du village.","Les nombreuses péniches sur l'OIse, rivière canalisée reliée par voie navigable à toute l’Europe du nord et à Paris.","Les étangs, anciennes sablières, qui voient se  développer une faune et une flore spécifiques des milieux aquatiques.",,,,,
Oise – Pays de France,balades,A vélo,,Ermenonville,60950,60,49.151775, 2.639395,La forêt d'Ermenonville (parcours 3),NC,NC,,"De petites routes en chemins, à la découverte de la forêt, ses villages de pierre et son abbaye",non,non,"Sur le parking de la Baraque Chaalis, accessible par la route Longue, dans la forêt d'Ermenonville (60).",,https://www.google.com/maps/d/viewer?mid=zVoqBjKkBrAk.kl4RtYiyfvTg,25,3h30,,,,,,,,,
Oise – Pays de France,balades,A vélo,,Fleurines,60700,60,49.277529, 2.606862,La forêt d'Halatte (parcours 3),NC,NC,,"De petites routes en chemins, un circuit en forêt profonde",non,non,"Poteau du grand Maître, route du Grand Maître, à Fleurines (60)",,https://www.google.com/maps/d/viewer?mid=zVoqBjKkBrAk.kgCX8g1ZfSco,23 km,3h,,,,,,,,,
Oise – Pays de France,balades,A pied,,Villers-Saint-Frambourg,60810,60,49.25479, 2.639623,Un village au creux des bois,NC,NC,Autour de Villers-Saint-Frambourg.,"Villers-Saint-Frambourg est lové dans un creux du paysage où Valois forestier et agricole se  rencontrent. Par temps clair, la balade offre une vue imprenable sur les  buttes du bois de Raray, du Mont Cornon et de la Montagne de Rosière avec, à son extrémité, les ruines du donjon de Montépilloy.",non,non,place Darras 60810 Villers-Saint-Frambourg,,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.kgwiXwx184rM,"4,5",2h15,,"L’église Saint-Médard, construite du XIIe (clocher) au XVIIe siècle (les portails ouest et sud).",,,,,,,
Oise – Pays de France,hebergement et restauration,chambre d'hôtes,"25, rue Vieille-de-Paris",Senlis,60300,60,49.2036495, 2.582466,Coté Jardin,03 44 53 69 04,http://cotejardin-senlis.fr,"Un ancien hôtel particulier du XVIIème siècle, idéalement situé au cœur du Vieux-Senlis. Direction : Francien Paternotte.",,non,non,,,,,,,,,,5 chambres,,,,
Oise – Pays de France,loisirs,Vélos,"A l'entrée du Parc Jean-Jacques Rousseau - 2 bis, rue René de Girardin",Ermenonville,60950,60,49.126643, 2.691168,Office de tourisme,03 44 54 01 58,http://www.otsi-ermenonville.com,Location de vélos adultes et enfants.,Location de vélos adultes et enfants.,non,non,,,,,,,,,,,"Du mercredi au vendredi : 14h-18h 
Samedi : 14h-18h 
Dimanche : 10h-18h",,NC,
Gâtinais français,artisanat,Sculpture,"5, rue de la Longeraie",Milly-la-Forêt,91490,91,48.403304, 2.468334,Anecdotes,06 60 88 24 26,http://www.anecdotes-papiersdesoie.com/,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Gravure,"13, route de Milly",Cély-en-Bière,77930,77,48.4595974, 2.5276949,Caroline Delépine,01 64 38 66 96,http://www.atelierdecely.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Poterie / Céramique,"3, impasse des quatre Coins",Chamarande,91730,91,48.5145711, 2.2173762,La Poterie des 4 Coins,01 60 82 24 41,www.potierdechamarande.odexpo.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Mosaïque,,La Ferté-Alais,91590,91,48.481582, 2.348072,Valenzot,06 27 16 10 74,www.valenzot.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Travail du verre,"12, rue du Moulin des Noues",Soisy-sur-École,91820,91,48.4685639, 2.5048326,Verrerie d’Art de Soisy,01 64 98 00 03,http://www.verrerie-soisy.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Bijoux / Horlogerie,"2, rue Saint-Wulfran",Milly-la-Forêt,91490,91,48.4014536, 2.4705771,Horlogerie de la Halle,01 60 75 16 88,NC,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Poterie / Céramique,11 rue de l’Église,Villiers-sous-Grez,77760,77,48.319379, 2.647874,Katherine Dara,06 75 13 42 56,NC,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Poterie / Céramique,Hameau de Moulignon,Saint-Fargeau-Ponthierry,77310,77,48.528871, 2.5215679,Les potiers du Hameau,06 63 97 32 41,www.lespotiersduhameau.fr,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Poterie / Céramique,"12, Hameau Retolu",Videlles,91890,91,48.4763092, 2.4115268,Véronique Faudou-Sourisse,01 69 13 00 54,http://www.restauration-ceramiques91.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Peinture - Décoration,4 bis rue de la Tour du Bourg,Maisse,91720,91,48.3946478, 2.3750719,Yves Dupeu,01 64 93 39 86,NC,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Travail du verre,"20, rue des Canches",Recloses,77760,77,48.3466108, 2.6452337,Flores Vitrail,06 88 51 13 39,http://www.floresvitrail.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,balades,A pied,Route de Paris-Forêt,le Vaudoué,77123,77,48.359044, 2.5345,La mémoire dans la pierre,NC,NC,"A la découverte de l'art rupestre, de la Préhistoire à nos jours.","Au long du parcours, sept stations présentent les activités humaines, l’environnement et les gravures, chacune se rapportant à une période chronologique (Paléolithique, Mésolithique,Néolithique, Protohistoire, Antiquité, Moyen Âge et époques Moderne et Contemporaine).
Pour mieux se plonger dans l’époque, des illustrations représentent le paysage transposé aux différentes époques. Elles sont accompagnées de bandes sonores téléchargeables sur place avec un smartphone (flashcode).
Les abris ornés, au nombre de 1.200 environ à ce jour, sont dispersés de façon irrégulière dans l’ensemble des formations gréseuses.",non,non,,Parking du Rocher Cailleau - Route de Paris-Forêt au Vaudoué (77).,https://www.google.com/maps/d/viewer?mid=zVoqBjKkBrAk.kpR6S6zAa8LI,"3,5",1h30,,,,,,,,,
Gâtinais français,balades,A cheval,,Orveau,91590,91,48.4430572, 2.297821,Entre Juine et Essonne,NC,NC,Une randonnée à cheval pour dévouvrir les paysages des vallées de l'Essonne et de la Juine.,"Longé par la vallée de la Juine au nord-ouest et par l’Essonne à l’est, le plateau laisse apparaître sur ses rebords des crêtes boisées, véritables belvédères plongeant d’un côté sur les vallées et de l’autre embrassant les vastes clairières agricoles. Champs, landes et bois côtoient marais et roselières.
La Juine, avec son faisceau de ruisseaux et d’étangs, forme les marais à partir desquels se sont développés de multiples activités. Cette rivière égrène un patrimoine particulièrement riche de lavoirs, moulins, ponts... Des châteaux et leurs grands domaines ont également pris assise au bord de la Juine. Le long de son cours, le bâti traditionnel ne s’interrompt que pour céder un peu de place aux marais et à la plaine agricole en aval. Parfois, les chaos gréseux animent les perspectives.Longé par la vallée de la Juine au nord-ouest et par l’Essonne à l’est, le plateau laisse apparaître sur ses rebords des crêtes boisées, véritables belvédères plongeant d’un côté sur les vallées et de l’autre embrassant les vastes clairières agricoles. Champs, landes et bois côtoient marais et roselières.
La Juine, avec son faisceau de ruisseaux et d’étangs, forme les marais à partir desquels se sont développés de multiples activités. Cette rivière égrène un patrimoine particulièrement riche de lavoirs, moulins, ponts... Des châteaux et leurs grands domaines ont également pris assise au bord de la Juine. Le long de son cours, le bâti traditionnel ne s’interrompt que pour céder un peu de place aux marais et à la plaine agricole en aval. Parfois, les chaos gréseux animent les perspectives.
Curiosités
. La Réserve naturelle des sites géologiques de l'Essonne à Auvers-Saint-Georges.
. Le Musée des Vieux Métiers de Bouray-sur-Juine, pour découvrir l'histoire de la Commune à travers plus de 3.500 objets.
. Le Musée volant Jean-Baptiste Salis, l'un des plus grands musées volants d'Europe, avec 70 appareils, dont beaucoup volent encore.",non,non,,"Les écuries de la Boissière - Sur la Route de la Ferté-Alais (D145), à Orveau (91)",https://www.google.com/maps/d/viewer?mid=zVoqBjKkBrAk.kcuzSo_KEago,28,Variable,,,,,,,,,
Gâtinais français,hebergement et restauration,gîte,"4, chemin des cinq cornes",Buno-Bonnevaux,91720,91,48.345955, 2.394441,La Ferme de Chantambre,06 08 17 39 12,http://www.chantambre.com,"gîte
Location : 
-Semaine ou week-end
-Centrale de réservation gîtes de France Essonne",,non,non,,,,,,,,,,2 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,,Prunay-sur-Essonne,91720,91,48.356927, 2.373934,Les Trois Rivières,NC,NC,"gîte
Location : 
-Semaine ou week-end
-Centrale de réservation gîtes de France Essonne",,non,non,,,,,,,,,,7 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,"6, Chemin des Vallées",La Chapelle-la-Reine,77760,77,48.3142923, 2.5729187,Le gîte du Clos du Tertre,01 64 24 37 80,www.bonadresse.com/Ile-de-France/gîte-la-chapelle-la-reine.htm,"gîte
Location : 
-Semaine
-Réservation directe",,non,non,,,,,,,,,,4 personnes,,,,
Gâtinais français,hebergement et restauration,chambre d'hôtes,15 rue du Champ Gauthier,Barbizon,77630,77,48.4497391, 2.6080926,La Rotonde,01 60 66 46 22,http://www.larotonde77.fr,,,non,non,,,,,,,,,,5 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,,Barbizon,77630,77,48.447193, 2.603497,Au Jardin des Arts,06 72 70 50 64,NC,"gîte
Location : 
-Semaine
-Réservation directe",,non,non,,,,,,,,,,2 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,3 Impasse des 4 coins,Chamarande,91730,91,48.5145711, 2.2173762,gîte du potier,NC,NC,"gîte
Location : 
-Semaine ou week-end
-Réservation directe",,non,non,,,,,,,,,,2 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,,Barbizon,77630,77,48.447193, 2.603497,Maison de la Forêt,NC,NC,"gîte
Location : 
-Semaine
-Centrale de réservation Seine-et-Marne-Tourisme",,non,non,,,,,,,,,,4 personnes,,,,
